,customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_Tenure_ratio,tenure_ratio
4275,2692-PFYTJ,1,1,0.0,Mailed check,25.75,25.75,No,25.75,0.038834951456310676
4276,1226-UDFZR,2,1,0.0,Mailed check,49.6,114.7,Yes,24.8,0.017436791630340016
4277,5955-EPOAZ,6,1,0.0,Mailed check,20.95,109.5,No,3.4916666666666667,0.0547945205479452
4278,6821-JPCDC,48,1,1.0,Electronic check,97.05,4692.95,No,2.021875,0.010228108119626248
4279,8815-LMFLX,25,1,0.0,Bank transfer (automatic),25.4,546.85,No,1.016,0.045716375605741974
4280,9135-HSWOC,64,1,,Bank transfer (automatic),19.7,1274.05,No,0.3078125,0.050233507319179
4281,8582-KRHPJ,50,0,0.0,Mailed check,35.0,1782.4,No,0.7,0.028052064631956912
4282,5811-IWXYM,52,1,1.0,Bank transfer (automatic),101.25,5301.1,No,1.9471153846153846,0.009809284865405292
4283,7044-YAACC,4,1,0.0,Electronic check,70.2,280.35,No,17.55,0.014267879436418761
4284,8189-XRIKE,32,1,0.0,Electronic check,90.95,2897.95,No,2.8421875,0.011042288514294589
4285,1506-YJTYT,45,1,,Credit card (automatic),73.85,3371.0,No,1.641111111111111,0.013349154553544943
4286,4123-DVHPH,9,1,0.0,Electronic check,88.05,801.3,No,9.783333333333333,0.011231748408835642
4287,6425-YQLLO,66,1,1.0,Credit card (automatic),105.95,6975.25,Yes,1.6053030303030305,0.009462026450664851
4288,5442-UTCVD,3,1,0.0,Electronic check,91.85,257.05,Yes,30.616666666666664,0.01167088115152694
4289,2228-BZDEE,54,1,,Mailed check,20.1,1079.45,No,0.37222222222222223,0.05002547593681968
4290,7734-DBOAI,1,0,0.0,Electronic check,40.1,40.1,Yes,40.1,0.024937655860349125
4291,2789-CZANW,64,1,,Bank transfer (automatic),110.3,6997.3,No,1.7234375,0.009146385034227487
4292,2091-RFFBA,31,1,0.0,Electronic check,73.9,2217.15,Yes,2.383870967741936,0.013981913718061475
4293,2114-MGINA,14,1,0.0,Mailed check,89.8,1129.1,Yes,6.414285714285714,0.012399256044637322
4294,7596-LDUXP,12,1,1.0,Credit card (automatic),85.15,979.05,No,7.095833333333334,0.012256779531178184
4295,3740-RLMVT,67,1,1.0,Bank transfer (automatic),60.95,4119.4,No,0.9097014925373135,0.016264504539496044
4296,4489-SNOJF,35,1,0.0,Electronic check,72.25,2568.55,Yes,2.0642857142857145,0.013626365069786454
4297,2192-OZITF,45,1,,Mailed check,73.55,3349.1,No,1.6344444444444444,0.013436445612254039
4298,5651-CPDND,10,1,0.0,Mailed check,46.0,492.1,No,4.6,0.020321072952651897
4299,2186-QZEYA,29,1,0.0,Bank transfer (automatic),58.55,1718.95,No,2.018965517241379,0.016870764129264956
4300,1131-ALZWV,24,1,1.0,Bank transfer (automatic),24.6,605.25,No,1.0250000000000001,0.03965303593556382
4301,7729-XBTWX,66,1,,Mailed check,19.75,1344.5,No,0.29924242424242425,0.04908888062476757
4302,9134-WYRVP,51,1,1.0,Mailed check,86.35,4267.15,No,1.6931372549019608,0.011951771088431389
4303,3284-SVCRO,45,1,,Mailed check,25.5,1121.05,No,0.5666666666666667,0.04014093929797957
4304,9732-OUYRN,49,1,1.0,Credit card (automatic),19.0,918.7,No,0.3877551020408163,0.05333623598563187
4305,0559-CKHUS,29,1,,Mailed check,19.55,521.8,No,0.6741379310344828,0.05557684936757379
4306,2931-SVLTV,40,1,0.0,Credit card (automatic),110.1,4469.1,No,2.7525,0.008950347944776352
4307,6899-PPEEA,37,1,0.0,Electronic check,96.55,3580.3,Yes,2.6094594594594596,0.01033432952545876
4308,7504-UWHNB,25,1,0.0,Electronic check,69.75,1729.35,No,2.79,0.014456298609304075
4309,2582-FFFZR,22,0,0.0,Electronic check,50.6,1073.3,No,2.3000000000000003,0.02049753097922296
4310,8908-NMQTX,72,0,,Bank transfer (automatic),65.6,4566.5,No,0.911111111111111,0.01576699879557648
4311,2187-LZGPL,7,0,0.0,Credit card (automatic),40.1,293.3,Yes,5.728571428571429,0.02386634844868735
4312,1431-AIDJQ,33,1,,Credit card (automatic),82.1,2603.1,No,2.487878787878788,0.012677192578079982
4313,6288-LBEAR,23,1,0.0,Mailed check,79.1,1783.75,No,3.4391304347826086,0.012894183601962159
4314,4597-NUCQV,24,1,0.0,Electronic check,101.25,2440.15,Yes,4.21875,0.009835460934778599
4315,9019-QVLZD,1,1,0.0,Electronic check,79.55,79.55,Yes,79.55,0.01257071024512885
4316,8413-YNHNV,69,1,,Mailed check,90.65,6322.1,No,1.3137681159420291,0.010914095000079086
4317,5808-TOTXO,3,1,1.0,Credit card (automatic),20.55,57.4,No,6.8500000000000005,0.05226480836236934
4318,4369-NYSCF,56,1,1.0,Bank transfer (automatic),75.75,4284.65,No,1.3526785714285714,0.013069912361569791
4319,6333-YDVLT,65,1,1.0,Credit card (automatic),110.0,7138.65,No,1.6923076923076923,0.009105363058841659
4320,5324-KTGCG,71,1,1.0,Electronic check,20.85,1539.75,No,0.2936619718309859,0.04611138171781133
4321,5599-HVLTW,14,1,0.0,Bank transfer (automatic),80.35,1058.1,No,5.739285714285714,0.013231263585672432
4322,7394-LWLYN,2,1,0.0,Electronic check,70.15,123.8,No,35.075,0.01615508885298869
4323,3707-LRWZD,32,1,1.0,Electronic check,84.05,2781.85,Yes,2.6265625,0.011503136402034618
4324,6873-UDNLD,40,1,0.0,Electronic check,67.45,2731.0,No,1.68625,0.014646649578908825
4325,2700-LUEVA,1,1,0.0,Credit card (automatic),20.75,20.75,No,20.75,0.04819277108433735
4326,1455-ESIQH,1,1,0.0,Electronic check,89.1,89.1,Yes,89.1,0.011223344556677891
4327,0958-YHXGP,7,1,0.0,Mailed check,69.9,497.3,No,9.985714285714286,0.014076010456464911
4328,1101-SSWAG,15,1,0.0,Electronic check,51.1,711.15,No,3.4066666666666667,0.021092596498628984
4329,2979-SXESE,17,1,0.0,Electronic check,94.4,1607.2,Yes,5.552941176470589,0.01057740169238427
4330,4013-TLDHQ,19,1,0.0,Electronic check,78.25,1490.95,Yes,4.118421052631579,0.01274355276836916
4331,5743-KHMNA,71,1,,Bank transfer (automatic),25.55,1898.1,No,0.3598591549295775,0.03740582687951109
4332,4194-FJARJ,54,1,,Bank transfer (automatic),60.0,3273.95,No,1.1111111111111112,0.016493837718963334
4333,5325-UWTWJ,31,1,0.0,Credit card (automatic),90.55,2929.75,No,2.920967741935484,0.010581107603037801
4334,3969-GYXEL,11,1,0.0,Electronic check,76.4,838.7,No,6.945454545454546,0.013115535948491713
4335,9208-OLGAQ,18,1,0.0,Electronic check,84.95,1443.65,No,4.719444444444445,0.01246839607938212
4336,3244-CQPHU,72,1,,Bank transfer (automatic),110.1,7746.7,No,1.5291666666666666,0.00929428014509404
4337,2674-MLXMN,71,1,0.0,Credit card (automatic),99.65,6951.15,No,1.4035211267605634,0.01021413722909159
4338,9708-HPXWZ,5,0,0.0,Credit card (automatic),45.4,214.75,No,9.08,0.023282887077997673
4339,6992-TKNYO,38,1,1.0,Credit card (automatic),69.0,2669.45,No,1.8157894736842106,0.014235142070463953
4340,4468-YDOVK,5,1,0.0,Bank transfer (automatic),48.65,235.2,No,9.73,0.021258503401360544
4341,3754-DXMRT,2,1,0.0,Electronic check,44.15,92.65,Yes,22.075,0.021586616297895305
4342,5792-JALQC,52,1,,Bank transfer (automatic),59.85,3103.25,No,1.1509615384615386,0.016756626117779748
4343,7130-VTEWQ,8,1,0.0,Electronic check,75.75,606.25,Yes,9.46875,0.013195876288659794
4344,2200-DSAAL,68,1,,Electronic check,80.65,5330.2,No,1.1860294117647059,0.012757495028329143
4345,4302-ZYFEL,69,1,1.0,Credit card (automatic),20.55,1403.1,No,0.29782608695652174,0.04917682274962583
4346,9351-LZYGF,42,1,0.0,Credit card (automatic),66.4,2727.8,No,1.580952380952381,0.015397023242173178
4347,4366-CTOUZ,50,1,,Mailed check,100.2,5038.45,No,2.004,0.00992368684813782
4348,6121-VZNQB,1,1,0.0,Mailed check,19.1,19.1,Yes,19.1,0.05235602094240837
4349,7903-CMPEY,1,1,0.0,Electronic check,80.3,80.3,Yes,80.3,0.012453300124533002
4350,1518-OMDIK,33,1,0.0,Credit card (automatic),44.55,1462.6,No,1.3499999999999999,0.022562559824969235
4351,6671-NGWON,7,1,0.0,Mailed check,20.35,150.6,No,2.9071428571428575,0.04648074369189907
4352,0595-ITUDF,64,1,0.0,Electronic check,91.8,5960.5,No,1.434375,0.01073735424880463
4353,6996-KNSML,1,1,0.0,Electronic check,74.9,74.9,Yes,74.9,0.013351134846461948
4354,1955-IBMMB,59,1,,Bank transfer (automatic),20.2,1192.3,No,0.3423728813559322,0.04948419022058207
4355,0096-BXERS,6,1,0.0,Electronic check,50.35,314.55,No,8.391666666666667,0.019074868860276584
4356,3806-YAZOV,3,1,0.0,Mailed check,18.8,56.0,No,6.266666666666667,0.05357142857142857
4357,7998-ZLXWN,15,1,0.0,Credit card (automatic),20.45,330.8,No,1.3633333333333333,0.04534461910519951
4358,6253-WRFHY,13,1,1.0,Electronic check,64.75,877.35,No,4.980769230769231,0.014817347694762638
4359,9133-AYJZG,23,1,0.0,Credit card (automatic),98.7,2249.1,No,4.291304347826087,0.01022631274732115
4360,2675-OTVVJ,31,1,0.0,Electronic check,89.45,2807.65,No,2.885483870967742,0.011041262265595783
4361,8680-CGLTP,29,1,1.0,Electronic check,58.75,1696.2,No,2.0258620689655173,0.017097040443343946
4362,8430-TWCBX,49,1,1.0,Credit card (automatic),20.7,1032.05,No,0.4224489795918367,0.047478319848844534
4363,5018-GWURO,56,1,0.0,Bank transfer (automatic),85.6,4902.8,No,1.5285714285714285,0.011422044545973729
4364,6741-QRLUP,63,1,,Credit card (automatic),80.3,4995.35,No,1.2746031746031745,0.012611728907884331
4365,4737-HOBAX,63,1,,Credit card (automatic),79.8,5034.05,No,1.2666666666666666,0.012514774386428422
4366,0537-QYZZN,24,1,0.0,Electronic check,79.85,1857.75,No,3.327083333333333,0.012918853451756156
4367,3340-QBBFM,36,1,1.0,Credit card (automatic),54.1,1992.85,No,1.5027777777777778,0.018064580876633967
4368,1704-NRWYE,9,1,0.0,Electronic check,80.85,751.65,Yes,8.983333333333333,0.01197365795250449
4369,2592-SEIFQ,3,0,0.0,Electronic check,24.75,66.95,Yes,8.25,0.04480955937266617
4370,8200-KLNYW,21,1,1.0,Mailed check,80.9,1714.95,No,3.8523809523809525,0.012245254963701565
4371,3372-CDXFJ,13,1,1.0,Bank transfer (automatic),24.5,343.6,No,1.8846153846153846,0.03783469150174621
4372,4781-ZXYGU,1,1,0.0,Bank transfer (automatic),20.15,20.15,No,20.15,0.04962779156327544
4373,7632-YUTXB,25,1,1.0,Mailed check,20.05,520.1,No,0.802,0.04806767929244376
4374,2718-YSKCS,71,1,,Bank transfer (automatic),19.6,1387.45,No,0.27605633802816903,0.051173015243792565
4375,9896-UYMIE,66,1,1.0,Bank transfer (automatic),114.3,7383.7,No,1.7318181818181817,0.008938608014951853
4376,0853-NWIFK,45,1,1.0,Electronic check,100.3,4483.95,No,2.2288888888888887,0.010035794333121467
4377,8212-CRQXP,22,1,0.0,Credit card (automatic),80.0,1706.45,No,3.6363636363636362,0.012892261712912773
4378,6980-CDGFC,67,1,1.0,Bank transfer (automatic),20.85,1327.4,No,0.3111940298507463,0.05047461202350459
4379,7691-XVTZH,68,1,,Bank transfer (automatic),89.95,5974.3,No,1.3227941176470588,0.011382086604288369
4381,7481-ATQQS,49,1,0.0,Credit card (automatic),90.85,4515.85,Yes,1.8540816326530611,0.010850670416422157
4382,2277-VWCNI,4,1,0.0,Mailed check,48.75,179.85,No,12.1875,0.022240756185710316
4383,1088-CNNKB,63,1,1.0,Credit card (automatic),80.0,5040.2,No,1.2698412698412698,0.012499503987936988
4384,8642-GVWRF,2,1,0.0,Bank transfer (automatic),79.7,165.0,Yes,39.85,0.012121212121212121
4385,1930-BZLHI,21,1,1.0,Mailed check,20.35,422.7,No,0.9690476190476192,0.049680624556423
4386,3400-ESFUW,55,1,,Bank transfer (automatic),57.55,3046.4,Yes,1.0463636363636364,0.01805409663865546
4387,5868-YTYKS,1,1,0.0,Mailed check,20.25,20.25,No,20.25,0.04938271604938271
4388,3525-DVKFN,17,1,,Mailed check,19.4,358.05,No,1.1411764705882352,0.04747940231811199
4389,1482-OXZSY,30,1,0.0,Bank transfer (automatic),100.4,2936.25,No,3.3466666666666667,0.010217113665389528
4390,0377-JBKKT,22,1,0.0,Mailed check,57.95,1271.8,No,2.6340909090909093,0.017298317345494574
4391,5778-BVOFB,9,1,0.0,Bank transfer (automatic),59.5,530.05,No,6.611111111111111,0.01697953023299689
4392,3373-YZZYM,1,1,0.0,Mailed check,19.2,19.2,No,19.2,0.052083333333333336
4393,2057-ZBLPD,21,1,0.0,Electronic check,86.5,1808.7,Yes,4.119047619047619,0.011610549013103334
4394,0228-MAUWC,19,1,0.0,Electronic check,59.55,1144.6,No,3.134210526315789,0.016599685479643547
4395,5502-RLUYV,69,1,0.0,Electronic check,103.95,7446.9,Yes,1.5065217391304349,0.009265600451194457
4396,0023-HGHWL,1,0,0.0,Electronic check,25.1,25.1,Yes,25.1,0.0398406374501992
4397,7663-YJHSN,72,1,,Bank transfer (automatic),103.95,7556.9,No,1.44375,0.009527716391642077
4398,4915-BFSXL,70,1,,Credit card (automatic),68.95,4858.7,No,0.985,0.014407145944388418
4399,3086-RUCRN,66,1,0.0,Bank transfer (automatic),103.1,6595.0,No,1.562121212121212,0.010007581501137225
4400,5215-LNLDJ,7,0,0.0,Electronic check,24.7,149.05,No,3.5285714285714285,0.04696410600469641
4401,7576-JMYWV,46,1,0.0,Electronic check,110.2,4972.1,No,2.3956521739130436,0.009251624062267452
4402,9039-RBEEE,39,0,0.0,Credit card (automatic),48.95,1880.85,Yes,1.255128205128205,0.020735305845761227
4403,0257-KXZGU,32,1,0.0,Bank transfer (automatic),62.45,2045.55,No,1.9515625,0.015643714404438906
4404,1307-ATKGB,24,1,0.0,Electronic check,89.55,2187.15,No,3.7312499999999997,0.010973184280913517
4405,8417-FMLZI,6,1,0.0,Credit card (automatic),83.55,477.55,Yes,13.924999999999999,0.012564129410532927
4406,3714-XPXBW,37,1,0.0,Credit card (automatic),78.9,2976.95,No,2.1324324324324326,0.01242882816305279
4407,1850-AKQEP,8,1,0.0,Mailed check,20.35,178.7,No,2.54375,0.044767767207610526
4408,2824-DXNKN,72,1,,Bank transfer (automatic),71.45,5025.85,No,0.9923611111111111,0.014325934916481788
4409,5227-JSCFE,71,0,,Credit card (automatic),46.35,3353.4,No,0.6528169014084507,0.02117254130136578
4410,0848-ZGQIJ,16,1,0.0,Bank transfer (automatic),94.65,1461.15,No,5.915625,0.010950278889915477
4411,3621-CHYVB,57,0,0.0,Bank transfer (automatic),49.9,2782.4,No,0.875438596491228,0.020485911443358252
4412,8042-RNLKO,66,1,1.0,Bank transfer (automatic),25.45,1699.15,No,0.3856060606060606,0.03884295088720831
4413,1792-UXAFY,17,1,0.0,Electronic check,89.15,1496.9,Yes,5.2441176470588236,0.011356804061727569
4414,5372-FBKBN,21,1,0.0,Mailed check,20.75,452.2,No,0.9880952380952381,0.04643962848297214
4415,0420-TXVSG,66,1,,Credit card (automatic),66.1,4428.45,No,1.0015151515151515,0.014903634454493107
4416,6217-TOWGS,17,1,0.0,Bank transfer (automatic),75.4,1322.55,No,4.435294117647059,0.012853956372159843
4417,0515-YPMCW,1,1,0.0,Mailed check,70.45,70.45,Yes,70.45,0.014194464158977998
4418,0378-XSZPU,58,1,1.0,Credit card (automatic),60.3,3563.8,Yes,1.039655172413793,0.0162747628935406
4419,1045-LTCYT,8,1,0.0,Credit card (automatic),21.05,139.75,No,2.63125,0.057245080500894455
4420,1544-JJMYL,27,1,1.0,Credit card (automatic),69.35,1927.3,No,2.5685185185185184,0.014009235718362475
4421,4636-JGAAI,34,1,0.0,Mailed check,88.85,3000.25,No,2.613235294117647,0.011332388967586034
4422,6874-SGLHU,30,1,1.0,Bank transfer (automatic),97.0,3021.3,No,3.2333333333333334,0.00992950054612253
4423,5951-AOFIH,33,1,0.0,Credit card (automatic),66.4,2245.4,No,2.012121212121212,0.014696713280484545
4424,4729-XKASR,1,0,0.0,Electronic check,24.75,24.75,Yes,24.75,0.04040404040404041
4425,3059-NGMXB,14,1,0.0,Mailed check,69.2,944.65,No,4.942857142857143,0.014820303816228233
4426,8652-YHIYU,16,1,1.0,Credit card (automatic),79.5,1264.2,No,4.96875,0.012656225280809999
4427,5278-PNYOX,49,1,,Credit card (automatic),100.65,4917.75,No,2.0540816326530615,0.009963906257943165
4428,5449-FIBXJ,19,1,0.0,Electronic check,103.3,2012.7,Yes,5.436842105263158,0.009440055646643812
4429,3486-HOOGQ,70,1,,Bank transfer (automatic),79.7,5743.3,No,1.1385714285714286,0.012188114846865042
4430,5061-PBXFW,32,1,0.0,Bank transfer (automatic),61.4,1864.65,No,1.91875,0.01716139758131553
4431,8630-FJLIB,18,1,0.0,Electronic check,69.8,1221.65,No,3.8777777777777778,0.014734170998240084
4432,3891-NLXJB,37,0,,Mailed check,40.55,1390.85,No,1.095945945945946,0.02660243735844987
4433,4749-OJKQU,4,1,0.0,Electronic check,75.65,302.35,No,18.9125,0.013229700678022158
4434,0577-WHMEV,16,1,0.0,Electronic check,90.7,1374.9,No,5.66875,0.011637209978907556
4435,5453-AXEPF,17,1,0.0,Bank transfer (automatic),80.5,1336.9,No,4.735294117647059,0.01271598474081831
4436,3639-XJHKQ,19,1,0.0,Electronic check,60.6,1297.8,No,3.1894736842105265,0.014640160271228234
4437,3716-LRGXK,60,1,,Credit card (automatic),101.15,6067.4,No,1.6858333333333335,0.00988891452681544
4438,2263-SFSQZ,51,1,,Mailed check,24.95,1222.25,No,0.4892156862745098,0.04172632440171814
4439,9950-MTGYX,28,1,,Credit card (automatic),20.3,487.95,No,0.725,0.05738292857874783
4440,3397-AVTKU,43,1,,Electronic check,60.0,2548.55,No,1.3953488372093024,0.01687233917325538
4441,4825-FUREZ,42,1,,Electronic check,20.25,835.5,No,0.48214285714285715,0.05026929982046679
4442,9837-BMCLM,3,1,0.0,Electronic check,78.5,242.05,Yes,26.166666666666668,0.012394133443503407
4443,2672-OJQZP,1,1,0.0,Mailed check,44.75,44.75,No,44.75,0.0223463687150838
4444,0137-UDEUO,3,1,0.0,Mailed check,19.85,63.75,Yes,6.616666666666667,0.047058823529411764
4445,3134-DSHVC,63,1,,Credit card (automatic),98.0,6218.45,No,1.5555555555555556,0.010131142004840435
4446,6161-UUUTA,3,1,0.0,Electronic check,79.9,260.9,Yes,26.633333333333336,0.011498658489842852
4447,7821-DPRQE,68,1,0.0,Electronic check,107.7,7320.9,No,1.5838235294117649,0.009288475460667404
4448,6543-XRMYR,30,1,0.0,Electronic check,99.7,2967.35,Yes,3.3233333333333333,0.01011003083559405
4449,2001-EWBQU,60,1,,Electronic check,104.7,6333.8,No,1.745,0.009472986201016767
4450,4925-LMHOK,15,1,0.0,Credit card (automatic),58.6,939.7,Yes,3.9066666666666667,0.01596254123656486
4451,1608-GMEWB,45,1,0.0,Bank transfer (automatic),93.9,4200.25,No,2.086666666666667,0.010713647997143028
4452,6695-AMZUF,70,1,,Credit card (automatic),86.45,5950.2,No,1.235,0.011764310443346443
4453,1455-UGQVH,10,1,0.0,Electronic check,98.5,1037.75,Yes,9.85,0.00963623223319682
4454,8410-BGQXN,4,1,0.0,Mailed check,19.4,93.4,No,4.85,0.042826552462526764
4455,8280-MQRQN,1,1,0.0,Mailed check,50.45,50.45,Yes,50.45,0.019821605550049554
4456,1619-YWUBB,68,1,,Credit card (automatic),24.95,1614.9,No,0.3669117647058823,0.042107870456375006
4457,7611-YKYTC,22,1,0.0,Bank transfer (automatic),75.0,1573.95,No,3.409090909090909,0.013977572349820515
4458,2037-SGXHH,38,1,0.0,Electronic check,94.65,3624.3,Yes,2.490789473684211,0.010484783268493225
4459,3178-FESZO,1,1,0.0,Credit card (automatic),100.25,100.25,Yes,100.25,0.00997506234413965
4460,0365-GXEZS,18,1,0.0,Electronic check,78.2,1468.75,No,4.344444444444445,0.01225531914893617
4461,0082-OQIQY,29,1,0.0,Electronic check,94.2,2607.6,No,3.2482758620689656,0.011121337628470625
4462,6087-MVHJH,16,1,0.0,Electronic check,88.45,1422.1,Yes,5.528125,0.011250966879966249
4463,4603-JANFB,1,1,0.0,Electronic check,69.85,69.85,Yes,69.85,0.014316392269148177
4464,3018-TFTSU,12,1,0.0,Bank transfer (automatic),81.7,858.6,Yes,6.808333333333334,0.013976240391334731
4465,3606-SBKRY,31,0,1.0,Electronic check,50.05,1523.4,No,1.614516129032258,0.020349218852566627
4466,4806-KEXQR,4,1,0.0,Electronic check,79.9,324.3,Yes,19.975,0.012334258402713537
4467,0667-NSRGI,48,1,1.0,Mailed check,69.55,3435.6,No,1.4489583333333333,0.013971358714634998
4468,7083-YNSKY,15,1,0.0,Credit card (automatic),25.4,399.6,Yes,1.6933333333333331,0.03753753753753754
4469,6893-ODYYE,50,1,1.0,Credit card (automatic),90.1,4549.45,No,1.8019999999999998,0.010990339491586896
4470,8242-JSVBO,7,1,0.0,Bank transfer (automatic),44.65,322.5,No,6.378571428571428,0.021705426356589147
4471,2479-BRAMR,41,1,0.0,Bank transfer (automatic),83.75,3273.55,Yes,2.042682926829268,0.01252462922515312
4472,9541-ZPSEA,68,1,,Credit card (automatic),80.35,5375.15,No,1.1816176470588236,0.012650809744844331
4473,2665-NPTGL,26,1,0.0,Bank transfer (automatic),98.1,2510.7,No,3.773076923076923,0.01035567769944637
4474,1139-WUOAH,57,0,,Credit card (automatic),53.35,3090.05,No,0.9359649122807018,0.018446303457872848
4475,4693-VWVBO,3,1,0.0,Electronic check,19.55,61.05,No,6.516666666666667,0.049140049140049144
4476,7434-SHXLS,1,1,0.0,Mailed check,20.9,20.9,Yes,20.9,0.04784688995215311
4477,6937-GCDGQ,19,1,1.0,Bank transfer (automatic),48.95,955.6,No,2.5763157894736843,0.019882796149016325
4478,0988-JRWWP,3,1,0.0,Electronic check,54.2,140.4,No,18.066666666666666,0.021367521367521368
4479,5075-JSDKI,59,1,,Electronic check,24.45,1493.1,No,0.4144067796610169,0.03951510280624205
4480,7908-QCBCA,1,1,0.0,Mailed check,69.4,69.4,Yes,69.4,0.01440922190201729
4481,8644-XYTSV,42,0,0.0,Bank transfer (automatic),40.15,1626.05,No,0.9559523809523809,0.0258294640386212
4482,6711-FLDFB,7,1,0.0,Electronic check,74.9,541.15,Yes,10.700000000000001,0.012935415319227572
4483,3873-WOSBC,67,1,,Credit card (automatic),25.6,1784.9,No,0.382089552238806,0.03753711692531794
4484,7465-ZZRVX,1,1,0.0,Electronic check,70.35,70.35,No,70.35,0.014214641080312724
4485,7975-JMZNT,66,1,,Bank transfer (automatic),91.7,6075.9,No,1.3893939393939394,0.010862588258529602
4486,7251-XFOIL,61,1,0.0,Mailed check,89.2,5500.6,No,1.4622950819672131,0.011089699305530306
4487,4116-IQRFR,4,1,1.0,Credit card (automatic),24.1,73.1,No,6.025,0.05471956224350206
4488,3714-JTVOV,42,1,0.0,Credit card (automatic),74.15,3229.4,Yes,1.7654761904761906,0.013005511859788196
4489,8259-DZLIZ,64,1,1.0,Bank transfer (automatic),53.85,3399.85,No,0.84140625,0.018824359898230805
4490,0442-ZXKVS,54,1,1.0,Bank transfer (automatic),115.6,6431.05,No,2.140740740740741,0.008396762581538007
4491,7853-WNZSY,1,1,0.0,Credit card (automatic),19.75,19.75,No,19.75,0.05063291139240506
4492,3120-FAZKD,54,1,,Bank transfer (automatic),24.05,1230.9,No,0.44537037037037036,0.043870338776504994
4493,8606-OEGQZ,18,1,,Credit card (automatic),25.3,454.65,No,1.4055555555555557,0.0395908940943583
4494,0225-ZORZP,3,1,0.0,Electronic check,84.3,235.05,No,28.099999999999998,0.01276324186343331
4495,4702-IOQDC,1,1,0.0,Electronic check,70.1,70.1,Yes,70.1,0.014265335235378032
4496,9489-JMTTN,72,1,,Credit card (automatic),89.75,6595.9,No,1.2465277777777777,0.010915871981079156
4497,0575-CUQOV,60,1,1.0,Electronic check,97.95,5867.0,No,1.6325,0.010226691665246293
4498,0967-BMLBD,11,1,1.0,Mailed check,20.0,196.35,No,1.8181818181818181,0.056022408963585436
4499,6178-KFNHS,12,1,0.0,Electronic check,78.3,909.25,Yes,6.5249999999999995,0.013197690404179268
4500,2830-LEWOA,61,1,1.0,Credit card (automatic),103.9,6449.15,No,1.7032786885245903,0.009458610824682323
4501,5006-MXVRN,39,1,,Credit card (automatic),20.7,762.45,No,0.5307692307692308,0.05115089514066496
4502,1264-BYWMS,55,1,0.0,Electronic check,96.8,5283.95,Yes,1.76,0.01040887972066352
4503,9658-WYUFB,17,1,0.0,Electronic check,94.4,1617.5,Yes,5.552941176470589,0.010510046367851623
4504,8327-WKMIE,37,1,1.0,Credit card (automatic),20.15,785.75,No,0.5445945945945946,0.04708876869233217
4505,6917-FIJHC,72,1,,Mailed check,26.0,1776.0,No,0.3611111111111111,0.04054054054054054
4506,5329-KRDTM,72,1,,Credit card (automatic),77.35,5396.25,No,1.0743055555555554,0.013342599027102154
4507,7797-EJMDP,8,1,0.0,Bank transfer (automatic),66.05,574.5,No,8.25625,0.01392515230635335
4508,3530-VWVGU,22,1,0.0,Mailed check,19.9,400.3,No,0.9045454545454544,0.05495878091431426
4509,2013-SGDXK,1,1,0.0,Electronic check,84.3,84.3,Yes,84.3,0.011862396204033215
4510,6368-NWMCE,38,1,0.0,Credit card (automatic),68.15,2656.3,No,1.793421052631579,0.014305613070812784
4511,3633-CDBUW,17,1,1.0,Electronic check,80.85,1445.95,No,4.7558823529411764,0.011756976382309207
4512,0707-HOVVN,70,1,,Bank transfer (automatic),75.5,5212.65,No,1.0785714285714285,0.013428870152417676
4513,8580-QVLOC,72,1,,Credit card (automatic),92.45,6440.25,Yes,1.2840277777777778,0.01117969022941656
4514,3956-MGXOG,28,1,0.0,Electronic check,80.6,2244.95,No,2.8785714285714286,0.012472438138934052
4515,9274-UARKJ,15,1,0.0,Bank transfer (automatic),83.2,1130.0,No,5.546666666666667,0.01327433628318584
4516,4077-HWUYD,72,1,,Bank transfer (automatic),87.55,6463.15,No,1.2159722222222222,0.01114007875416786
4517,2012-NWRPA,11,1,0.0,Electronic check,99.55,1131.2,Yes,9.049999999999999,0.009724186704384723
4518,8808-ELEHO,8,1,0.0,Electronic check,81.25,585.95,Yes,10.15625,0.013653042068435872
4519,0103-CSITQ,57,1,1.0,Bank transfer (automatic),109.4,6252.7,No,1.9192982456140353,0.009116061861275929
4520,3506-LCJDC,1,1,0.0,Bank transfer (automatic),19.95,19.95,Yes,19.95,0.050125313283208024
4521,8671-KKKOS,46,0,0.0,Electronic check,45.55,2062.15,No,0.9902173913043477,0.02230681570205853
4522,7305-ZWMAJ,30,1,1.0,Credit card (automatic),20.7,587.1,No,0.69,0.05109862033725089
4523,9518-XXBXE,10,1,0.0,Electronic check,75.3,720.45,No,7.529999999999999,0.013880213755291831
4524,3934-HXCFZ,23,1,0.0,Electronic check,99.25,2186.4,Yes,4.315217391304348,0.010519575557994877
4525,6578-KRMAW,32,1,0.0,Credit card (automatic),93.4,2979.3,No,2.91875,0.010740778035108917
4526,4860-IJUDE,13,1,0.0,Credit card (automatic),73.75,956.65,No,5.673076923076923,0.013589086917890555
4527,7666-WKRON,39,1,,Electronic check,80.45,3201.55,Yes,2.062820512820513,0.012181599537723914
4528,9688-YGXVR,44,1,0.0,Credit card (automatic),88.15,3973.2,No,2.003409090909091,0.01107419712070875
4529,0423-UDIJQ,9,1,0.0,Mailed check,49.2,447.9,No,5.466666666666667,0.020093770931011386
